0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 
183 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 2 2 5 5 5 5 5 5 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 6 6 6 6 6 6 6 6 24 24 24 24 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 6 6 6 6 6 6 6 6 49 49 49 49 49 49 49 49 49 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 16 16 16 16 16 16 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 47 47 47 
182 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 5 5 5 5 5 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 6 6 6 6 6 6 6 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 6 6 6 6 6 6 6 49 49 49 49 49 49 49 49 49 49 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 16 16 16 16 16 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 47 47 47 
181 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 5 5 5 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 6 6 6 6 6 6 6 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 6 6 6 6 6 6 29 49 49 49 49 49 49 49 49 49 49 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 16 16 16 16 16 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 47 47 
180 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 5 5 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 6 6 6 6 6 6 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 6 6 6 6 29 29 29 49 49 49 49 49 49 49 49 49 49 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 16 16 16 16 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 47 
179 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 6 6 6 6 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 6 6 29 29 29 29 29 29 49 49 49 49 49 49 49 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 16 16 16 16 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 
178 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 6 6 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 16 16 8 8 8 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 
177 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 16 16 16 8 8 8 8 8 8 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 
176 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 32 32 32 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 16 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 20 20 20 20 20 20 20 20 
175 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 32 32 32 32 32 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 50 50 20 20 20 20 20 20 
174 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 32 32 32 32 32 32 45 45 45 45 45 45 45 45 45 45 45 45 45 45 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
173 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 32 32 32 32 32 32 49 49 45 45 45 45 45 45 45 45 45 45 45 45 8 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
172 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 26 26 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 36 36 36 36 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 32 32 32 32 32 32 32 49 49 49 49 49 45 45 45 45 45 45 45 45 45 8 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
171 1 1 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 26 26 26 26 26 26 42 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 37 37 37 11 11 11 11 11 11 11 11 11 36 36 36 36 36 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 32 32 32 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 41 16 32 32 32 32 32 32 32 49 49 49 49 49 49 49 45 45 45 45 45 45 45 8 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
170 1 1 1 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 26 26 26 26 26 26 26 26 42 42 42 42 42 42 42 42 42 42 42 42 42 42 18 18 18 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 37 37 37 37 37 37 37 37 37 37 11 11 11 36 36 36 36 36 36 36 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 32 32 32 32 41 41 41 41 41 41 41 41 41 41 41 41 41 16 16 16 16 32 32 32 32 32 32 32 49 49 49 49 49 49 49 45 45 45 45 45 45 8 8 8 8 8 8 8 8 8 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
169 1 1 1 1 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 26 26 26 26 26 26 26 26 26 26 26 26 42 42 42 42 42 42 42 42 42 42 42 5 5 5 18 18 18 18 18 18 18 11 11 11 11 11 11 11 11 11 11 11 37 37 37 37 37 37 37 37 37 37 37 37 37 37 36 36 36 36 36 36 36 36 36 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 32 32 32 32 32 41 41 41 41 41 41 41 41 41 41 41 16 16 16 16 16 32 32 32 32 32 32 32 49 49 49 49 49 49 49 49 45 45 45 45 49 49 8 8 8 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 50 
